detention_facility_code,name,state,start,end,place,type
GUDOCHG,Dept Of Corrections-Hagatna,GU,7,197,"Hagatna, GU",Federal
DSMHOLD,Des Moines Hold Room,IA,28,197,"Des Moines, IA",Hold
DSRTVCA,Desert Valley Hospital,CA,68,193,"Victorville, CA",Medical
CADESVI,Desert View,CA,43,197,"Adelanto, CA",Dedicated
DVHSPNV,Desert View Hospital,NV,177,193,"Pahrump, NV",Medical
DRHCSTX,Dimmit Regional Hospital,TX,174,175,"Carrizo Springs, TX",Medical
WIDODGE,"Dodge Corr Institute, Wau",WI,31,86,"Waupun, WI",Non-dedicated
DODGEWI,"Dodge County Jail, Juneau",WI,0,197,"Juneau, WI",Federal
DONAANM,Dona Ana County Detention Facility,NM,97,161,"Las Cruces, NM",Non-dedicated
DORCHMD,Dorchester Co Det Cntr,MD,0,168,"Cambridge, MD",Non-dedicated
DORCDSC,Dorchester Co Det Ctr,SC,177,196,"Summerville, SC",Federal
DOUGLOR,Douglas Co. Jail,OR,0,53,"Roseburg, OR",Non-dedicated
DOUGLWI,Douglas Co. Wisconsin,WI,103,197,"Superior, WI",Non-dedicated
DOCORNE,Douglas County Correction,NE,0,160,"Omaha, NE",Non-dedicated
DOUGLCO,Douglas County Detention Center,CO,0,181,"Castle Rock, CO",Non-dedicated
DVDHOLD,Dover Holdroom,DE,3,197,"Dover, DE",Hold
DRURYCO,Drury Inn,CO,0,182,"Denver, CO",Hotel
DISSATX,Drury Inn & Stes SNA Ap,TX,142,164,"San Antonio, TX",Hotel
DISPTAZ,Drury Inn Stes Pho Tempe,AZ,143,146,"Tempe, AZ",Hotel
DULHOLD,Duluth Hold Room,MN,127,183,"Duluth, MN",Hold
DUPAGIL,Dupage County Jail,IL,10,23,"Wheaton, IL",Non-dedicated
DURHOLD,Durango Holdroom,CO,25,197,"Durango, CO",Hold
DUTCHAK,Dutch Harbor City Jail,AK,2,4,"Unalaska, AK",Non-dedicated
DUVALFL,Duval/Jacksonville Jail,FL,0,12,"Jacksonville, FL",Non-dedicated
EAGLECO,Eagle County Jail,CO,17,68,"Eagle, CO",Non-dedicated
EHDLGTX,East Hidalgo Detention Center,TX,29,197,"La Villa, TX",Federal
EMESACA,East Mesa Detent Facility,CA,8,96,"San Diego, CA",Non-dedicated
NYEASTC,Eastern C.F. Napanoch,NY,162,166,"Napanoch, NY",Other
WVEASTR,Eastern Regional Jail,WV,3,197,"Martinsburg, WV",Federal
ECOLOWA,Econolodge Motel,WA,1,147,"Tukwila, WA",Hotel
ECTORTX,Ector County Correction Center,TX,0,31,"Odessa, TX",Non-dedicated
ECLECTX,Ector County L.E.C.,TX,125,126,"Odessa, TX",Other
EFMHMFL,Ed Fraser Memorial Hospital,FL,173,180,"Macclenny, FL",Medical
EDDCONM,Eddy County Jail,NM,39,162,"Carlsbad, NM",Non-dedicated
EDENDTX,Eden Det Center,TX,5,17,"Eden, TX",Federal
EDNHOLD,Eden Det Ctr Hold Room,TX,133,176,"Eden, TX",Hold
EDNDCTX,Eden Detention Ctr,TX,130,197,"Eden, TX",Other
EDCHOLD,Eden Hold Room,TX,54,87,"Eden, TX",Hold
EDNBGTX,Edinburg Police Dept.,TX,64,183,"Edinburg, TX",Other
ECRMCCA,El Centro Regional Med Ctr,CA,183,195,"El Centro, CA",Medical
ECC,El Centro SPC,CA,0,72,"El Centro, CA",Dedicated
EPBHSTX,El Paso Behavioral Health System,TX,113,197,"El Paso, TX",Medical
EPCDFTX,El Paso County Detention Facility,TX,174,197,"El Paso, TX",Other
ELPASCO,El Paso County Jail (CO),CO,0,114,"Colorado Springs, CO",Non-dedicated
ELPCOTX,El Paso County Jail (TX),TX,107,196,"El Paso, TX",Non-dedicated
EPLTATX,El Paso LTAC Hospital,TX,134,197,"El Paso, TX",Medical
EPC,El Paso SPC,TX,0,197,"El Paso, TX",Dedicated
EPCJUVI,El Paso SPC Juvenile,TX,15,179,"El Paso, TX",Hold
ELVDFTX,El Valle Detention Facility,TX,117,197,"Raymondville, TX",Non-dedicated
ELBERCO,Elbert County Jail,CO,2,3,"Kiowa, CO",Non-dedicated
ELGPDIL,Elgin Police Dept. Jail,IL,0,108,"Elgin, IL",Non-dedicated
ELZICDF,Elizabeth Contract D.F.,NJ,0,197,"Elizabeth, NJ",Dedicated
ELKHAIN,Elkhart County Jail,IN,122,136,"Elkhart, IN",Other
ELMORID,Elmore County Jail,ID,8,192,"Mountain Home, ID",Federal
EAZ,Eloy Federal Contract Fac,AZ,0,197,"Eloy, AZ",Dedicated
BOEHOLD,Elp Boeing Dr Holdroom,TX,0,126,"El Paso, TX",Hold
ESHSATX,Embassy Ste Hltn NW I-10,TX,156,157,"San Antonio, TX",Hotel
EMBSATX,Embassy Ste Hltn SNA Ap,TX,150,151,"San Antonio, TX",Hotel
EMBCRNC,Embassy Suites By Hilton,NC,120,180,"Cary, NC",Hotel
EMBSYCO,Embassy Suites Hotel,CO,46,48,"Denver, CO",Hotel
ENLMCCA,Enloe Medical Center,CA,173,175,"Chico, CA",Medical
EIRHONY,Erie Co Holding Center,NY,29,30,"Buffalo, NY",Hold
ERICONY,Erie County Holding Center,NY,0,6,"Buffalo, NY",Hold
ERICOPA,"Erie County Jail, PA",PA,0,197,"Erie, PA",Federal
ECMCBNY,Erie County Medical Center,NY,57,197,"Buffalo, NY",Medical
ESSEXMA,"Essex Co. Jail, Middleton",MA,0,29,"Middleton, MA",Non-dedicated
ESSEXNJ,Essex County Jail,NJ,0,197,"Newark, NJ",Non-dedicated
ESSEXNY,Essex County Jail,NY,1,32,"Lewis, NY",Non-dedicated
ETOWAAL,Etowah County Jail (AL),AL,0,184,"Gadsden, AL",Federal
ETWHOLD,Etowah ERO Hold Room,AL,32,193,"Gadsden, AL",Hold
EUGHOLD,Eugene Holdroom,OR,14,197,"Eugene, OR",Hold
EULESTX,Euless City Jail,TX,0,160,"Euless, TX",Non-dedicated
EXTSAAZ,Extended Stay America,AZ,160,161,AZ,Hotel
ESAPAAZ,Extended Stay America Pho Ap,AZ,149,150,"Phoenix, AZ",Hotel
BOPGIL,FCI Gilmer,WV,103,104,"Glenville, WV",Federal
BOPVIM,FCI Victorville,CA,32,195,"Victorville, CA",Federal
BOPPHL,FDC Philadelphia,PA,196,197,"Philadelphia, PA",Federal
FCLT8CA,Facility 8 Detention Facility,CA,85,137,"San Diego, CA",Other
AKFAIRB,Fairbanks Corr Ctr,AK,0,181,"Fairbanks, AK",Non-dedicated
FAICOVA,Fairfax Co Jail,VA,6,89,"Fairfax, VA",Federal
FXADCVA,Fairfax Co. Adult Detention Center,VA,97,116,"Fairfax, VA",Non-dedicated
FRFLDWY,Fairfield Inn & Suites,WY,116,134,"Cheyenne, WY",Hotel
BOPFAI,Fairton FCI,NJ,109,130,"Fairton, NJ",Federal
FAULKSD,Faulk County Jail,SD,31,32,"Faulkton, SD",Non-dedicated
FAULKAR,Faulkner County Jail,AR,0,4,"Conway, AR",Non-dedicated
FAYETKY,Fayette County Detention Center,KY,76,197,"Lexington, KY",Federal
FAYHOLD,Fayetteville Hold Room,AR,15,197,"Fayetteville, AR",Hold
FDLHOLD,Ferndale Hold Room,WA,169,197,"Ferndale, WA",Hold
FERRYWA,Ferry County Jail,WA,11,16,"Republic, WA",Non-dedicated
FINNEKS,Finney County Jail,KS,141,197,"Garden City, KS",Non-dedicated
NYFISHC,Fishkill C.F. Beacon Ny,NY,124,181,"Beacon, NY",Other
FLGLRFL,Flagler County Jail,FL,184,197,"Bunnel, FL",Other
FLATHMT,Flathead County Jail,MT,0,161,"Kalispell, MT",Non-dedicated
FLORHAZ,Florence Hospital,AZ,170,197,"Florence, AZ",Medical
FLO,Florence SPC,AZ,0,197,"Florence, AZ",Dedicated
FSF,Florence Staging Facility,AZ,0,197,"Florence, AZ",Hold
FLSPSTA,"Florida St. Pris.,Starke",FL,100,101,"Raiford, FL",Other
FLOYDGA,Floyd County Jail,GA,127,197,"Rome, GA",Federal
FIPCMGA,Folkston Main IPC,GA,119,197,"Folkston, GA",Dedicated
FNDDUWI,Fond Du Lac County Sheriff/Jail,WI,153,188,"Fond Du Lac, WI",Other
FORSYNC,Forsyth County Jail,NC,0,188,"Winston-Salem, NC",Federal
FLHOSFL,Fort Lauderdale Hospital,FL,109,168,"Fort Lauderdale, FL",Medical
FMYHOLD,Fort Myers ERO Holdroom,FL,90,197,"Fort Myers, FL",Hold
FSAHOLD,Fort Smith Holdroom,AR,29,154,"Fort Smith, AR",Hold
FPSSAWA,Four Pts Sheraton Sea Ap,WA,155,178,"Des Moines, WA",Hotel
FRANKWA,Franklin County,WA,2,3,"Pasco, WA",Non-dedicated
FRACOVT,"Franklin County Jail, VT",VT,0,121,"Saint Albans, VT",Non-dedicated
GREENMA,Franklin House of Corrections,MA,0,151,"Greenfield, MA",Federal
FREDEMD,Frederick County Det. Cen,MD,0,194,"Frederick, MD",Non-dedicated
FCOHOLD,Frederick Holdroom,CO,86,87,"Frederick, CO",Hold
FRDHOLD,Frederick Holdroom,CO,86,197,"Frederick, CO",Hold
FREEBMN,"Freeborn County Jail, MN",MN,3,197,"Albert Lea, MN",Non-dedicated
FREESTX,Freestone County Jail,TX,170,171,"Fairfield, TX",Non-dedicated
FREMOCO,"Fremont County Jail, CO",CO,0,67,"Canon City, CO",Non-dedicated
FREMOWY,"Fremont County Jail, WY",WY,5,6,"Lander, WY",Non-dedicated
FRECOCA,Fresno County Jail,CA,87,88,"Fresno, CA",Non-dedicated
FREHOLD,Fresno Holdroom,CA,0,197,"Fresno, CA",Hold
FRIOCTX,Frio County Jail,TX,133,134,"Pearsall, TX",Non-dedicated
FRIRHTX,Frio Regional Hospital,TX,168,197,"Pearsall, TX",Medical
FLBHCFL,Ft Lauderdale Behavor Hlth Ctr,FL,128,197,"Oakland Park, FL",Medical
GALLAMT,Gallatin County Jail,MT,1,185,"Bozeman, MT",Non-dedicated
GCPFCKS,Garden City Processing @ Finney Co,KS,177,196,"Garden City, KS",Other
GARVIOK,Garvin County Jail,OK,0,197,"Pauls Valley, OK",Non-dedicated
GASTNNC,Gaston County Jail,NC,0,197,"Gastonia, NC",Non-dedicated
GEAUGOH,Geauga County Jail,OH,34,197,"Chardon, OH",Federal
GSMCDPA,Geisinger Medical Center,PA,184,186,"Danville, PA",Medical
GENESNY,Genesee County Jail,NY,0,43,"Batavia, NY",Federal
BAILECA,George Bailey Detent Faci,CA,35,102,"San Diego, CA",Non-dedicated
IAHSFTX,George Bush Intercontinental,TX,70,156,"Houston, TX",Hold
GRGBVTX,Georgetown Behavioral Hospital,TX,193,194,"Georgetown, TX",Medical
GIJUVAZ,Gila County Juvenile Det Center,AZ,0,9,"Globe, AZ",Family / Children
GLADEFL,Glades County Detention Center,FL,0,165,"Moore Haven, FL",Non-dedicated
GLEPDCA,Glendale Police Dept,CA,0,197,"Glendale, CA",Non-dedicated
GSCHOLD,Glenwood Springs Holdroom,CO,24,185,"Glenwood Springs, CO",Hold
GLOUCNJ,Gloucester County Jail,NJ,20,21,"Woodbury, NJ",Non-dedicated
GLDSACA,Golden State Annex,CA,143,197,"Mcfarland, CA",Dedicated
GSAMHCA,Good Samaritan Hospital,CA,173,174,"San Jose, CA",Medical
GOODCID,Gooding County Jail,ID,164,185,"Gooding, ID",Other
AKGSCCC,Goose Creek Correctional Center,AK,146,183,"Wasilla, AK",Other
GOSHEWY,Goshen County Jail,WY,1,2,"Torrington, WY",Non-dedicated
GCLECOK,Grady County Law Enforcement Ctr,OK,116,170,"Chickasha, OK",Other
GMHATGA,Grady Memorial Hospital,GA,173,197,"Atlanta, GA",Medical
GRAHAAZ,Graham Co Jail Safford AZ,AZ,162,163,"Safford, AZ",Other
GFJUVND,Grand Forks Co. Juvenile,ND,1,135,"Grand Forks, ND",Family / Children
GFCORND,Grand Forks County Correc,ND,0,197,"Grand Forks, ND",Non-dedicated
GRFHOLD,Grand Forks Hold Room,ND,16,197,"Grand Forks, ND",Hold
GRIHOLD,Grand Island Hold Room,NE,27,158,"Grand Island, NE",Hold
GJCHOLD,Grand Junction Holdroom,CO,24,197,"Grand Junction, CO",Hold
GRMHOLD,Grand Rapids Holdroom,MI,65,197,"Grand Rapids, MI",Hold
GRANTWA,Grant County,WA,0,10,"Ephrata, WA",Non-dedicated
GRANTOR,Grant County Jail,OR,4,31,"Canyon City, OR",Non-dedicated
GRYDCKY,Grayson County Det Center (Female),KY,31,53,"Leitchfield, KY",Federal
GRAYSKY,Grayson County Detention Center,KY,0,197,"Leitchfield, KY",Federal
NYGREAC,Great Meadow C.F.,NY,167,181,"Comstock, NY",Other
GPCHOLD,Great Plains CI Holdroom,OK,89,142,"Hinton, OK",Hold
GREENMO,Greene County Jail,MO,1,64,"Springfield, MO",Non-dedicated
HOUGTTX,Greentree Inn Houston IAH Airport,TX,180,181,"Houston, TX",Hotel
GRRHOLD,Greer Hold Room,SC,72,197,"Greer, SC",Hold
NYGROVC,Groveland C.F. Sonyea,NY,158,189,"Sonyea, NY",Other
GUADATX,Guadalupe Cty Jail,TX,1,89,"Seguin, TX",Non-dedicated
BOPGUA,Guaynabo MDC (San Juan),PR,0,197,"San Juan, PR",Federal
GWINNGA,Gwinnett County Jail,GA,0,51,"Lawrenceville, GA",Non-dedicated
HCAFMFL,HCA Florida Memorial Hospital,FL,173,189,"Jacksonville, FL",Medical
HCAHCTX,HCA Houston Hc Conroe,TX,170,197,"Conroe, TX",Medical
HACMCNJ,Hackensack Med Ctr,NJ,172,173,"Hackensack, NJ",Medical
HAILEID,Haile Det. Center,ID,0,197,"Caldwell, ID",Non-dedicated
HALLJGA,Hall Co Jail,GA,0,181,"Gainesville, GA",Federal
HASHENE,Hall County Sheriff,NE,2,183,"Grand Island, NE",Non-dedicated
HAMILTX,Hamilton County Jail (TX),TX,170,171,"Hamilton, TX",Other
HAMPDMA,Hampden Co.House Of Corr.,MA,94,110,"Ludlow, MA",Non-dedicated
HISAXLA,Hampton Inn & Stes Alexandria,LA,152,153,"Alexandria, LA",Hotel
HISEPTX,Hampton Inn & Stes Elp Ap,TX,137,142,"El Paso, TX",Hotel
HISMCTX,Hampton Inn & Stes Mcallen,TX,138,179,"Mcallen, TX",Hotel
HAMPITX,Hampton Inn Pearsall,TX,150,151,"Pearsall, TX",Family / Children
HIPANAZ,Hampton Inn Pho Airport N,AZ,138,151,"Phoenix, AZ",Hotel
HRREGVA,Hampton Roads Regional Jail,VA,0,66,"Portsmouth, VA",Federal
HCPSCMS,Hancock Co Pub Sfty Cplx,MS,139,197,"Bay St. Louis, MS",Non-dedicated
HAVMCWA,Harborview Medical Center,WA,186,187,"Seattle, WA",Medical
HARDEFL,Hardee County Jail,FL,101,127,"Wauchula, FL",Other
HARDJIA,Hardin Co Jail,IA,0,155,"Eldora, IA",Non-dedicated
HLGHOLD,Harlingen Hold Room,TX,14,197,"Harlingen, TX",Hold
HMCHOTX,Harlingen Medical Center,TX,0,191,"Harlingen, TX",Medical
HRLGNTX,Harlingen Police Dept.,TX,64,196,"Harlingen, TX",Other
HSF,Harlingen Staging Facility,TX,0,55,"Harlingen, TX",Hold
HARRIGA,Harris County Jail,GA,48,49,"Hamilton, GA",Non-dedicated
HCPSYTX,Harris County Psychiatric Center,TX,96,197,"Houston, TX",Medical
HHBTHTX,Harris Health Ben Taub Hospital,TX,180,191,"Houston, TX",Medical
LBJHSTX,Harris Health LBJ Hospital,TX,192,194,"Houson, TX",Medical
HBGHOLD,Harrisonburg Hold Room,VA,32,197,"Harrisonburg, VA",Hold
HARFOCT,Hartford Corr Center,CT,32,191,"Hartford, CT",Non-dedicated
HARHOLD,Hartford Office,CT,0,197,"Hartford, CT",Hold
HASMHTX,Haskell Memorial Hospital,TX,142,145,"Haskell, TX",Medical
HSELPTX,Hawthorn Stes El Paso Airp,TX,150,151,"El Paso, TX",Hotel
HACTCND,Heart Of America Corr,ND,166,167,"Rugby, ND",Other
HELHOLD,Hel District Custody,MT,3,196,"Helena, MT",Hold
HENDENC,Henderson County Det. Fac.,NC,0,193,"Hendersonville, NC",Non-dedicated
HENDETX,Henderson County Jail,TX,131,162,"Athens, TX",Non-dedicated
HENDENV,Henderson Detention,NV,28,197,"Henderson, NV",Federal
HDHSPNV,Henderson Hospital,NV,176,190,"Henderson, NV",Medical
HENHOLD,Hendersonville Hold Room,NC,75,191,"Hendersonville, NC",Hold
HNDMCTX,Hendrick Medical Center,TX,145,197,"Abilene, TX",Medical
HENDRFL,Hendry County Jail,FL,122,193,"Labelle, FL",Non-dedicated
HNYHOMI,Henry Ford Hospital,MI,189,190,"Detroit, MI",Medical
HNRMCFL,Henry Regional Medical Center,FL,111,161,"Clewiston, FL",Medical
HERNAFL,Hernando County Jail,FL,0,13,"Brooksville, FL",Non-dedicated
HIDALNM,Hidalgo County Detention Center,NM,78,128,"Lordsburg, NM",Non-dedicated
HIDALTX,Hidalgo County Jail,TX,26,195,"Edinburg, TX",Non-dedicated
HDLGOTX,Hidalgo Police Dept.,TX,67,160,"Hidalgo, TX",Other
AKHIGHL,Highland Mtn Cor Ctr,AK,0,197,"Eagle River, AK",Federal
HGHBECO,Highlands Behavioral Health,CO,195,197,"Littleton, CO",Medical
HILLCMT,Hill County Justice Center,MT,0,124,"Havre, MT",Federal
HICOJFL,Hillsborough County Jail,FL,3,5,"Tampa, FL",Non-dedicated
HOKLYTX,Hockley County Jail,TX,31,32,"Levelland, TX",Non-dedicated
HISPAAZ,Holiday Inn & Ste Pho Ap,AZ,142,159,"Phoenix, AZ",Hotel
HIESPAZ,Holiday Inn Exp Phoenix,AZ,142,159,"Phoenix, AZ",Hotel
HOLIETX,Holiday Inn Exp SNA Ap,TX,144,175,"San Antonio, TX",Hotel
HIESATX,Holiday Inn Exp San Antonio,TX,142,152,"San Antonio, TX",Hotel
HIEXSTX,Holiday Inn Expr & Stes Pearsall,TX,149,154,"Pearsall, TX",Hotel
HIRAYTX,Holiday Inn Express & Suites,TX,156,158,TX,Hotel
HIELPTX,Holiday Inn Express & Suites,TX,149,153,"El Paso, TX",Hotel
HESPCAZ,Holiday Inn Express Casa De La Luz,AZ,150,159,"Phoenix, AZ",Family / Children
HIPDBAZ,Holiday Inn Pho Dwtn Ballpark,AZ,144,156,"Phoenix, AZ",Hotel
HISDBCA,Holiday Inn SND Bayside,CA,149,151,"San Diego, CA",Hotel
HLYCHIL,Holy Cross Hospital,IL,90,100,"Chicago, IL",Medical
BOPHON,Honolulu Federal Detention Center,HI,0,197,"Honolulu, HI",Federal
HOSPSPR,Hospital Pavia-Santurce,PR,80,111,"San Juan, PR",Medical
HAVACTX,Hotel Ava Casa Do Tranquilidade,TX,156,162,"Laredo, TX",Family / Children
HTLPPTX,Hotel Pharr Plaza,TX,142,159,"Pharr, TX",Hotel
HOUICDF,Houston Contract Det.Fac.,TX,0,197,"Houston, TX",Dedicated
HOUHOLD,Houston FO Holdroom,TX,0,197,"Houston, TX",Hold
HHCHKTX,Houston Healthcare Hosp,TX,171,197,"Houston, TX",Medical
HOWARMD,Howard County Det Cntr,MD,0,152,"Jessup, MD",Non-dedicated
HUDSONJ,Hudson County Jail,NJ,0,190,"Kearny, NJ",Non-dedicated
HUDSPTX,Hudspeth County Jail,TX,111,167,"Sierra Blanca, TX",Non-dedicated
HUNMHTX,Huntsville Memorial Hospital,TX,180,182,"Huntsville, TX",Medical
TXHUNTS,Huntsville State P.,TX,12,13,"Huntsville, TX",Non-dedicated
POLKCTX,IAH Secure Adult Det. Facility,TX,0,197,"Livingston, TX",Non-dedicated
FRMVLVA,ICA - Farmville,VA,22,197,"Farmville, VA",Dedicated
HHWHOLD,INS District Office,HI,64,193,"Honolulu, HI",Hold
IFIHOLD,Idaho Falls Hold Room,ID,105,197,"Idaho Falls, ID",Hold
IMPCOCA,Imperial County Jail,CA,25,179,"El Centro, CA",Non-dedicated
IRADFCA,Imperial Regional Adult Det Fac,CA,71,197,"Calexico, CA",Dedicated
IMPHOLD,Imperial Sub Office Hold Room,CA,150,197,"Calexico, CA",Hold
INDCMIC,In Dept. Of Corrections,IN,60,61,"Indianapolis, IN",Other
INPHOLD,Indianapolis Hold Room,IN,18,197,"Indianapolis, IN",Hold
INDMPIN,Indianapolis Metropolitan PD,IN,150,151,"Indianapolis, IN",Other
INTPOOK,Integris Health Ponca City Hospita,OK,184,185,"Ponca City, OK",Medical
CAIRONW,Ironwood State Prison,CA,94,95,"Blythe, CA",Other
IRWINGA,Irwin County Detention Center,GA,23,156,"Ocilla, GA",Federal
JFKTSNY,JFK International Ap - T7,NY,118,197,"Jamaica, NY",Other
GTMOACU,JTF Camp Six,CU,196,197,"FPO, CU",Federal
JHRWLTX,Jack Harwell Detention Center,TX,30,196,"Waco, TX",Federal
JACKSOR,Jackson Co Jail,OR,0,143,"Medford, OR",Federal
JAJUVOR,Jackson County Juvenile,OR,20,38,"Medford, OR",Family / Children
JACKSTN,Jackson County Sheriff,TN,180,181,"Gainesboro, TN",Other
JAKHOLD,Jackson MS Hold Room,MS,106,197,"Pearl, MS",Hold
JMHOSFL,Jackson Memorial Hospital,FL,0,193,"Miami, FL",Medical
JKPCCLA,Jackson Parish Correctional Center,LA,125,197,"Jonesboro, LA",Dedicated
JAXHOLD,Jacksonville Sub-Office,FL,0,197,"Jacksonville, FL",Hold
JHMCJNY,Jamaica Hospital Med Ctr,NY,127,191,"Richmond Hill, NY",Medical
MUSIKCA,James A Musick Facility,CA,22,129,"Irvine, CA",Non-dedicated
JEFFETX,Jefferson County Jail,TX,0,60,"Beaumont, TX",Non-dedicated
JEFFEID,Jefferson County Jail,ID,1,197,"Rigby, ID",Non-dedicated
JEFFENY,Jefferson County Jail,NY,1,52,"Watertown, NY",Non-dedicated
JEFFEKS,Jefferson County Jail,KS,1,2,"Oskaloosa, KS",Federal
JEFFEIL,Jefferson County Jail,IL,6,194,"Mount Vernon, IL",Non-dedicated
JEFFECO,Jefferson County Jail,CO,0,19,"Golden, CO",Non-dedicated
JEFFEMT,Jefferson County Jail,MT,0,62,"Boulder, MT",Federal
JENNIMO,Jennings City Jail,MO,1,26,"Jennings, MO",Federal
JYCMCNJ,Jersey City Med Ctr,NJ,137,139,"Jersey City, NJ",Medical
JCRLYTX,Joe Corley Processing Ctr,TX,115,197,"Conroe, TX",Non-dedicated
JOHNSTX,Johnson County Jail,TX,4,150,"Cleburne, TX",Non-dedicated
JOSEPOR,Josephine Co. Jail,OR,0,116,"Grants Pass, OR",Federal
KANDIMN,Kandiyohi Co. Jail,MN,108,197,"Willmar, MN",Non-dedicated
KANECIL,Kane County Jail,IL,68,118,"St Charles, IL",Other
KANKEIL,Kankakee County Jail,IL,96,167,"Kankakee, IL",Federal
KANHOLD,Kansas City Holdroom,MO,24,197,"Kansas City, MO",Hold
KCCDCTX,Karnes County Civil Det. Facility,TX,39,196,"Karnes City, TX",Family / Children
KRNRCTX,Karnes County Residential Center,TX,67,197,"Karnes City, TX",Family / Children
KARNETX,Karnes Cty Corr Ctr,TX,0,197,"Karnes City, TX",Federal
KCOJFOK,Kay Co Justice Facility,OK,128,197,"Newkirk, OK",Non-dedicated
KENOSWI,Kenosha County Jail,WI,0,150,"Kenosha, WI",Federal
KENTCMI,"Kent Co.,Grand Rapids,MI",MI,49,159,"Grand Rapids, MI",Non-dedicated
KENTHRI,Kent Hospital,RI,188,189,"Warwick, RI",Medical
KERCOCA,Kern County Jail (Lerdo),CA,0,66,"Bakersfield, CA",Non-dedicated
KERNHCA,Kern Medical Hospital,CA,179,197,"Bakersfield, CA",Medical
AKKETCH,Ketchikan Regional CC,AK,17,88,"Ketchikan, AK",Non-dedicated
KCHOSNY,Kings County Hospital,NY,30,119,"Brooklyn, NY",Medical
KINNETX,Kinney County Jail,TX,14,197,"Brackettville, TX",Non-dedicated
KITTIWA,Kittitas County Jail,WA,1,147,"Ellensburg, WA",Non-dedicated
KLAMCOR,Klamath Co Jail,OR,0,61,"Klamath Falls, OR",Non-dedicated
KNXDFTN,Knox County Detention Facility,TN,118,197,"Knoxville, TN",Federal
KNXCHTX,Knox County Hospital,TX,183,191,"Knox City, TX",Medical
KNXHOLD,Knoxville Hold Room,TN,32,197,"Knoxville, TN",Hold
KODIAAK,Kodiak City Jail,AK,2,165,"Kodiak, AK",Non-dedicated
KOOTEID,Kootenai County,ID,7,12,"Coeur D'Alene, ID",Non-dedicated
KROHOLD,Krome Hold Room,FL,94,197,"Miami, FL",Hold
KRO,Krome North SPC,FL,0,197,"Miami, FL",Dedicated
KRHUBFL,Krome/Miami Hub,FL,0,197,"Miami, FL",Hold
LCIMCTX,La Copa Inn Hotel,TX,156,157,"South Padre Island, TX",Family / Children
LAFERTX,La Feria Police Dept.,TX,81,127,"La Feria, TX",Other
LPAPSAZ,La Palma Corr Ctr Apso,AZ,125,195,"Eloy, AZ",Dedicated
LPLCCAZ,La Palma Correctional Center,AZ,117,179,"Eloy, AZ",Dedicated
LAPAZAZ,La Paz County Adult Det. Fac.,AZ,2,197,"Parker, AZ",Federal
LPZRHAZ,La Paz Regional Hospital,AZ,188,196,"Parker, AZ",Medical
LAPLACO,La Plata County Jail,CO,15,138,"Durango, CO",Federal
LQSNATX,La Quinta Inn By Wyndham SNA,TX,149,163,"San Antonio, TX",Hotel
CSCLQTX,La Quinta Wyndham Casa De Paz,TX,151,159,"Pearsall, TX",Family / Children
LQWCSTX,La Quinta Wyndham Casa Do Sonho,TX,155,162,"Cotulla, TX",Family / Children
LSRDCTX,La Salle Co Regional Det. Center,TX,32,192,"Encinal, TX",Federal
BOPLTL,"La Tuna Federal Sattelite, Low",TX,116,120,"Anthony, TX",Federal
LACKAPA,"Lackawana Cnty Jail, PA",PA,0,92,"Scranton, PA",Federal
CTLAFSL,Laffayette Sheriff's Lock,CT,0,57,"Hartford, CT",Hold
LHMCBMA,Lahey Hospital & Med Ctr,MA,183,184,"Burlington, MA",Medical
LAKCOMT,Lake County Jail,MT,0,11,"Polson, MT",Non-dedicated
LAKCOFL,Lake County Jail,FL,195,197,"Tavares, FL",Other
LKLNDLA,Lakeland Nursing Home,LA,0,134,"Pineville, LA",Medical
LAKMCFL,Lakeside Medical Center,FL,114,190,"Belle Glade, FL",Medical
LANECOR,Lane Co Jail,OR,0,132,"Eugene, OR",Non-dedicated
LARCOWY,Laramie County Jail,WY,0,170,"Cheyenne, WY",Federal
LRDHOLD,Laredo Detention Center Hold Room,TX,29,196,"Laredo, TX",Hold
LRDMCTX,Laredo Medical Center,TX,172,197,"Laredo, TX",Medical
LRDICDF,Laredo Processing Center,TX,0,197,"Laredo, TX",Dedicated
LARIMCO,Larimer County Jail,CO,0,66,"Fort Collins, CO",Federal
LRKBHFL,Larkin Behavioral Health Svcs,FL,119,197,"Hollywood, FL",Medical
LRKNHFL,Larkin Hospital,FL,5,197,"South Miami, FL",Medical
LASANCO,Las Animas County Jail,CO,18,19,"Trinidad, CO",Non-dedicated
LASWOCA,Las Colinas Women Det Fac,CA,48,56,"Santee, CA",Non-dedicated
LASHOLD,Las Cruces Hold Room,NM,174,197,"Las Cruces, NM",Hold
LVGHOLD,Las Vegas Hold Room,NV,0,197,"Las Vegas, NV",Hold
OLACCLA,Lasalle Corr Ctr Olla,LA,129,184,"Olla, LA",Non-dedicated
LASALTX,Lasalle County Jail,TX,65,143,"Cotulla, TX",Other
JENADLA,Lasalle ICE Processing Center,LA,0,197,"Jena, LA",Dedicated
LAURITX,Laurel Ridge Treatment Ctr,TX,177,179,"San Antonio, TX",Medical
LAVACTX,Lavaca County Jail,TX,113,114,"Hallettsville, TX",Other
LAWRESD,"Lawrence Co. Jail, SD",SD,7,9,"Deadwood, SD",Non-dedicated
LAWREPA,Lawrence County Jail,PA,2,51,"New Castle, PA",Federal
LEACONM,Lea County Jail,NM,60,157,"Lovington, NM",Federal
